ts_code,date,open,high,low,close,pre_close,change_amount,pct_change,volume,amount,daily_return,true_range,typical_price,ma5,ma10,ma20,macd,macd_signal,macd_hist,rsi,ma60,signal_line,bb_middle,bb_upper,bb_lower,volume_ma5,volume_ma20,volume_ratio,price_momentum,price_acceleration,volatility_5d,volatility_20d
600519.SH,2025-01-03,1494.5,1494.99,1467.01,1475.0,1488.0,-13.0,-0.8737,32628.36,4836610.288,-0.008736559139784994,27.980000000000018,1479.0,1508.194,1518.603,1530.027,-10.905742841687697,-6.910173303968342,-5.085102777416948,38.108108108108105,1542.3897547666668,-5.82064006427075,1530.027,1575.6370718793835,1484.4169281206166,33580.13,33056.3735,0.9716567505843486,-0.03455317812002956,-0.007102197727872683,0.15861658673447174,0.21448255286682427
600519.SH,2025-01-06,1453.0,1462.66,1432.8,1440.0,1475.0,-35.0,-2.3729,44255.12,6392479.712,-0.023728813559321993,42.200000000000045,1445.1533333333334,1490.4,1510.403,1525.9765,-16.24723032180691,-8.91606850364314,-8.341272206028927,29.414542020774306,1539.6399214333333,-7.905958115777983,1525.9765,1586.8071485338858,1465.1458514661142,38279.28999999999,33667.145000000004,1.1561113071846425,-0.05818950012099655,-0.02363632200096699,0.17753875796920235,0.2266660710924728
600519.SH,2025-01-07,1444.66,1451.89,1439.0,1440.2,1440.0,0.2,0.0139,24221.18,3494634.227,0.0001388888888889106,12.8900000000001,1443.6966666666667,1473.44,1501.7779999999998,1522.0465,-20.231048372364285,-11.307354098701257,-9.860072205269041,17.494481236203114,1536.9434214333335,-10.370976167095243,1522.0465,1593.973297370664,1450.1197026293357,38097.562,33888.210999999996,0.6357671916118938,-0.055606557377049115,0.002582942743947436,0.18733025895325342,0.22684658522515802
600519.SH,2025-01-08,1440.0,1451.82,1426.66,1442.5,1440.2,2.3,0.1597,35258.21,5071821.246,0.001597000416608818,25.159999999999854,1440.3266666666666,1457.1399999999999,1492.146,1516.842,-22.938244299468806,-13.752372881099259,-10.05381450589885,12.058823529411754,1535.0809214333335,-12.884429793569955,1516.842,1595.992064959914,1437.6919350400863,37278.314,32635.516499999998,0.945810210193519,-0.053477690288713964,0.0021288670883351513,0.19589700662079265,0.213858701116925
600519.SH,2025-01-09,1448.99,1464.58,1432.98,1444.0,1442.5,1.5,0.104,29705.65,4295852.736,0.0010398613518196598,31.59999999999991,1447.1866666666665,1448.34,1483.5459999999998,1512.2620000000002,-24.678204136380373,-16.047622596015138,-9.435019474248334,14.56857161777367,1533.7725881000001,-15.24318466213204,1512.2620000000002,1597.2289249829214,1427.295075017079,33213.704,32637.243,0.8943793200541561,-0.029569892473118253,0.02390779781559571,0.17147781597375553,0.21393663651183292
600519.SH,2025-01-10,1447.1,1451.95,1436.0,1436.0,1444.0,-8.0,-0.554,21871.95,3154677.598,-0.005540166204986097,15.950000000000045,1441.3166666666666,1440.54,1474.3669999999997,1505.7720000000002,-26.398364075426343,-18.219738727804696,-8.92414353063544,16.92307692307692,1532.7959214333334,-17.474220544790903,1505.7720000000002,1593.310527241323,1418.2334727586774,31062.422000000002,31634.0145,0.7041289310923662,-0.026440677966101722,0.003129214507016531,0.16968334320232667,0.1965445055302628
600519.SH,2025-01-13,1425.0,1444.44,1422.01,1443.98,1436.0,7.98,0.5557,21082.51,3030806.87,0.005557103064066871,22.430000000000064,1436.8100000000002,1441.336,1465.868,1502.0210000000002,-26.808650476953062,-20.031968488953385,-7.467543945729727,19.119299033924932,1531.1789214333332,-19.341106531223335,1502.0210000000002,1593.5128363686413,1410.529163631359,26427.9,30212.5415,0.7977368614229657,0.00276388888888901,0.029204566854990732,0.06333213818587716,0.1742068064044144
600519.SH,2025-01-14,1444.95,1478.68,1442.0,1472.5,1443.98,28.52,1.9751,30956.57,4535651.504,0.019750966079862486,36.680000000000064,1464.3933333333334,1447.7959999999998,1460.618,1499.286,-24.5494885353919,-21.022951515238027,-4.166705603334854,27.84607161945486,1530.2405881,-20.382782932057047,1499.286,1590.8789145501466,1407.6930854498535,27774.978000000003,30133.514999999996,1.114548857608456,0.02242744063324542,0.01966355174435641,0.14953089625490515,0.18957823838874224
600519.SH,2025-01-15,1467.0,1474.6,1460.01,1471.27,1472.5,-1.23,-0.0835,18399.34,2701518.712,-0.0008353140916808055,14.589999999999918,1468.6266666666663,1453.55,1455.345,1494.9495000000002,-22.597843270232943,-21.418952403158148,-1.772048270540715,29.333521007811967,1529.0450881,-20.825794999692228,1494.9495000000002,1582.981135814698,1406.9178641853023,24403.204,28344.9005,0.7539723062594567,0.01994454072790286,-0.0024828999053425616,0.15343243697211642,0.1711280130774898
600519.SH,2025-01-16,1474.0,1482.66,1442.0,1446.38,1471.27,-24.89,-1.6917,26342.13,3840411.437,-0.01691735711324216,40.66000000000008,1457.0133333333333,1454.026,1451.183,1488.6935,-22.79677825313979,-21.76955828053571,-1.5767866027580482,25.295866966073973,1527.0264214333333,-21.219991650381743,1488.6935,1571.4445138020335,1405.9424861979667,23730.5,27603.894,1.1100537283243084,0.0016481994459833782,-0.01829634128191948,0.21558931596978947,0.17247571228417413
600519.SH,2025-01-17,1446.39,1461.0,1446.38,1454.75,1446.38,8.37,0.5787,18308.94,2663227.309,0.0057868609908875435,14.61999999999989,1454.0433333333333,1457.776,1449.158,1483.8805,-22.025154342275982,-21.890176416923126,-0.6441301535153912,28.419399860432634,1525.4022547666668,-21.38102418876059,1483.8805,1562.4629869936457,1405.2980130063543,23017.898,27278.875,0.7954218929982224,0.013057103064066933,0.011408903618083555,0.2108624334188884,0.1724567672553366
600519.SH,2025-01-20,1461.0,1489.79,1460.0,1474.8,1454.75,20.05,1.3782,31409.75,4647626.351,0.013782436844818724,35.039999999999964,1474.8633333333335,1463.94,1452.638,1481.5205,-19.570176584849833,-21.490541510971813,1.4486780831286055,36.65177621782596,1524.001421433333,-21.018854667978438,1481.5205,1558.0920375112935,1404.9489624887067,25083.346,27441.4755,1.252215314495921,0.021343785925012737,0.008286682860945804,0.22553627048025587,0.172129628990938
600519.SH,2025-01-21,1481.0,1482.0,1465.0,1468.15,1474.8,-6.65,-0.4509,16856.04,2481821.229,-0.004509085977759564,17.0,1471.7166666666665,1463.0700000000002,1455.4330000000002,1478.6055000000001,-17.954223338035945,-20.842887174098,2.4517050639539946,35.582632040890076,1522.3872547666665,-20.40592840198994,1478.6055000000001,1552.3623801358203,1404.84861986418,22263.239999999998,27204.143,0.7571242999671208,-0.002954159592529648,-0.024297945517542385,0.18259480346035437,0.17160710959142175
600519.SH,2025-01-22,1463.27,1467.95,1438.0,1441.0,1468.15,-27.15,-1.8493,28293.84,4088101.682,-0.018492660831658903,30.15000000000009,1448.9833333333333,1457.016,1455.2830000000001,1473.7145,-18.64936853397353,-20.459387410603817,1.4052478944131295,37.286301666305974,1520.8769214333333,-20.05461642838666,1473.7145,1543.5267557405243,1403.9022442594758,24242.140000000003,27513.589,1.167134584653005,-0.02057406186491939,-0.017619902272389742,0.22296871396756973,0.17695087647840177
600519.SH,2025-01-23,1449.97,1468.0,1438.0,1443.0,1441.0,2.0,0.1388,27125.04,3932700.85,0.001387925052047212,30.0,1449.6666666666667,1456.34,1455.1830000000002,1469.3645000000001,-18.821925385104578,-20.183018393158996,0.9861528346256634,40.79613437643809,1519.3935881,-19.80807821973024,1469.3645000000001,1535.1347388222694,1403.594261177731,24398.722,28013.671499999997,1.1117401968840828,-0.0023368685960812874,0.018237193268838103,0.19227889231699424,0.17741420949353798
600519.SH,2025-01-24,1442.0,1447.79,1430.31,1436.0,1443.0,-7.0,-0.4851,31360.34,4515322.685,-0.00485100485100487,17.480000000000018,1438.0333333333335,1452.59,1455.1830000000002,1464.775,-19.301029181459626,-20.053964302601166,0.40563923061649376,48.6286341195831,1517.8637547666667,-19.70666841207612,1464.775,1526.034707888039,1403.5152921119611,27009.002,28667.363,1.1611069524153466,-0.0128888125107407,-0.010551943914659412,0.18539153763547492,0.17746495641852073
600519.SH,2025-01-27,1437.0,1443.97,1427.02,1434.99,1436.0,-1.01,-0.0703,29356.46,4213534.543,-0.0007033426183843394,16.950000000000045,1435.3266666666666,1444.628,1454.284,1460.076,-19.5370104557378,-19.994416501898872,0.13572636507065639,48.22366177974768,1516.2177547666665,-19.672736820808456,1460.076,1514.6559409461556,1405.4960590538444,26598.344,29097.22,1.1036950270287502,-0.02699349064279899,-0.01410467813205829,0.1231276994710059,0.17712217859614673
600519.SH,2025-02-05,1440.0,1443.0,1402.21,1408.083942,1434.99,-31.19,-2.1735,40756.52,5753730.034,-0.018749996864089624,40.789999999999964,1416.3366666666668,1432.6147884,1447.8423942,1454.2301971000002,-21.645604280819498,-20.433602405184153,-1.5782939680088326,39.95187136679274,1513.8824871333336,-20.067310312810665,1454.2301971000002,1504.3976794768937,1404.0627147231066,31378.440000000002,29878.555000000004,1.2988701796520157,-0.0409127527841161,-0.013919262141317112,0.15402195317529258,0.18558325889306598
600519.SH,2025-02-06,1407.21305,1421.99,1401.733582,1412.84,1407.2333159999998,9.04,0.644,27355.82,3859568.163,0.0033776807320482494,21.980000000000018,1411.6133333333335,1426.9827884000001,1441.9993942,1448.6721971,-22.67156228872318,-20.97156184787868,-2.083401580730012,41.0722531150788,1511.1466538,-20.58816070799317,1448.6721971,1490.1759904775315,1407.1684037224684,31190.836,29278.623499999998,0.87704670692379,-0.019541984732824536,0.021370768051291567,0.1403282978751768,0.18706910041222927
600519.SH,2025-02-07,1413.68,1442.68,1403.41,1436.0,1412.84,23.16,1.6393,37242.07,5310850.624,0.016392514368222866,39.26999999999998,1427.3633333333335,1425.5827884,1440.9613942,1446.0721970999998,-21.36948879304964,-21.125927203525244,-0.6250624680451793,50.0,1508.8966538,-20.74442632500446,1446.0721970999998,1483.519399527567,1408.6249946724326,33214.242,28639.292000000005,1.1212680993894126,-0.00485100485100487,0.014690979881819666,0.20261010600474508,0.18449308015848548
600519.SH,2025-02-10,1438.0,1440.0,1427.09,1431.51,1436.0,-4.49,-0.3127,20839.79,2988101.756,-0.0031267409470752128,12.910000000000082,1432.8666666666668,1424.6847884000001,1438.6373942,1443.8976971,-20.46399544124779,-21.05525619604569,0.22434470700533637,46.65112840376139,1505.4458990333333,-20.688340148253126,1443.8976971,1479.2651290547512,1408.5302651452487,31110.132,28049.8635,0.66987147466941,-0.0031267409470752128,0.001724263903929657,0.2008576559848702,0.18272659173610947
600519.SH,2025-02-11,1434.95,1435.96,1415.9,1418.0,1431.51,-13.51,-0.9438,23572.83,3348668.867,-0.009437586883780047,20.059999999999945,1423.2866666666669,1421.2867884,1432.9573942000002,1442.7976971,-20.599076200477157,-21.014796418460833,0.07141115822077637,34.08035103100552,1502.2463990333333,-20.670487358697933,1442.7976971,1479.996624863272,1405.598769336728,29953.406,27015.749,0.7869832899804451,-0.011839803761698686,-0.008713062814623473,0.2105807180177003,0.16586109585120745
600519.SH,2025-02-12,1418.0,1445.0,1416.88,1443.0,1418.0,25.0,1.763,25475.79,3644170.477,0.017630465444287813,28.11999999999989,1434.96,1428.27,1430.4423941999999,1442.9376971,-18.475859402717106,-20.548636052128494,1.7557023647846606,42.74912969550407,1499.6628990333334,-20.231561767501766,1442.9376971,1480.1165308441766,1405.7588633558232,26897.26,27078.479499999998,0.9471518660265024,0.024796858311164627,0.03663666207286331,0.18890538245421135,0.1782199188777375
600519.SH,2025-02-13,1443.02,1475.25,1434.51,1465.06,1443.0,22.06,1.5288,43385.36,6335985.851,0.015287595287595268,40.74000000000001,1458.2733333333333,1438.714,1432.8483941999998,1444.0656971,-14.842047274526522,-19.441302786577825,4.311611594380199,54.861744378475294,1497.7938990333334,-19.15365886890672,1444.0656971,1482.5351490958487,1405.5962451041514,30103.167999999998,27484.837,1.4412223989182802,0.03696101469380819,0.012164156382643565,0.20111905541964523,0.18613690566953087
600519.SH,2025-02-14,1465.06,1477.0,1458.22,1475.0,1465.06,9.94,0.6785,27099.92,3978694.098,0.006784705063273888,18.779999999999973,1470.0733333333335,1446.514,1436.0483941999998,1445.6156971,-11.032968857573678,-17.787245452733274,6.496552009066434,55.22763805409892,1496.0688990333333,-17.529520866640112,1445.6156971,1486.496514322981,1404.734879877019,28074.738,27354.5505,0.9652777525475036,0.027158774373259087,-0.009802240320549105,0.18480710719839644,0.18733129842972898
600519.SH,2025-02-17,1481.0,1494.98,1467.1,1471.62,1475.0,-3.38,-0.2292,32470.59,4804663.813,-0.0022915254237289018,27.88000000000011,1477.8999999999999,1454.5359999999998,1439.6103942,1447.3966971,-8.192545951327475,-15.890605678876966,7.469579932250111,49.10175640180471,1494.3658990333336,-15.662125883577586,1447.3966971,1489.5960203634315,1405.1973738365684,30400.897999999997,27884.482499999995,1.0680799626379458,0.028019364167906513,0.0008605897946474261,0.18245158651900215,0.18614859994571042
600519.SH,2025-02-18,1470.0,1492.99,1462.08,1475.0,1471.62,3.38,0.2297,27799.92,4113845.397,0.0022967885731370874,30.910000000000082,1476.6899999999998,1465.936,1443.6113942,1448.9476971,-5.604151412800547,-13.851201091611257,8.046379576621632,51.97131247094973,1492.9658990333335,-13.65053098942218,1448.9476971,1492.8635860610846,1405.0318081389153,31246.316000000003,28220.353000000003,0.8897023252277163,0.04019746121297607,0.012178097045069558,0.13417408784529428,0.18551630755301465
600519.SH,2025-02-19,1475.05,1494.44,1464.9,1491.0,1475.0,16.0,1.0847,32393.31,4803378.441,0.010847457627118695,29.539999999999964,1483.4466666666667,1475.5359999999998,1451.903,1449.8726971,-2.235988724064782,-11.542382899166897,9.13163381228592,65.37589928407104,1491.8325657,-11.367622536350702,1449.8726971,1496.5686856523846,1403.1767085476156,32629.82,28292.189999999995,0.9927517221976707,0.033264033264033266,-0.006933427948942805,0.10973093602539878,0.1761160163705451
600519.SH,2025-02-20,1483.0,1491.97,1473.39,1474.0,1491.0,-17.0,-1.1402,23749.73,3513552.984,-0.011401743796110031,18.579999999999927,1479.7866666666669,1477.324,1458.019,1450.0091971,-0.9277588257787102,-9.430651189008486,8.351890968457592,58.727864923913614,1490.7005657000002,-9.279649794236303,1450.0091971,1496.983674888274,1403.034719311726,28702.694,28559.709500000004,0.8274390550238943,0.006102139161536124,-0.02716189410249714,0.1366611898504168,0.18124347554696
600519.SH,2025-02-21,1480.0,1496.73,1473.01,1488.21,1474.0,14.21,0.964,36417.83,5418169.587,0.00964043419267302,23.720000000000027,1485.9833333333333,1479.966,1463.24,1452.1006971,1.2413416224601406,-7.304943321068333,8.416793133357155,64.12592050623488,1489.7572323666666,-7.175451510897014,1452.1006971,1502.0269590473092,1402.1744351526906,30566.276,29063.4945,1.1914382373567522,0.00895593220338986,0.002853793041853736,0.1451889825025104,0.17236378766157023
600519.SH,2025-02-24,1488.0,1499.52,1474.0,1479.07,1488.21,-9.14,-0.6142,34743.73,5157907.322,-0.006141606359317597,25.519999999999982,1484.1966666666667,1481.4560000000001,1467.9959999999999,1453.3166970999998,2.1975161431889774,-5.41108250555345,7.498374123268794,61.42370718621047,1488.6562323666667,-5.300857980079817,1453.3166970999998,1504.6786769462572,1401.9547172537425,31020.904000000002,29885.233999999997,1.120010235678496,0.005062448186352597,-0.003893484017037263,0.15433935226096496,0.1736091827927308
600519.SH,2025-02-25,1470.01,1473.39,1452.0,1454.0,1479.07,-25.07,-1.695,28387.43,4142814.459,-0.016949840102226332,27.069999999999936,1459.7966666666669,1477.256,1471.596,1452.2766970999999,0.9217267660599191,-4.149462500678418,4.978067796911789,62.01386843887695,1487.7592323666665,-4.05634103085187,1452.2766970999999,1502.6397040428885,1401.9136901571112,31138.406000000006,29734.118,0.9116532811602494,-0.014237288135593218,-0.019299736321945815,0.1986521670683045,0.17755917233527094
600519.SH,2025-02-26,1455.45,1464.96,1445.0,1460.01,1454.0,6.01,0.4133,26366.09,3835949.041,0.00413342503438785,19.960000000000036,1456.6566666666668,1471.058,1473.297,1451.8696971000002,0.3911028749637353,-3.2449114884812564,3.5579551246524845,62.261502469456715,1487.1165657,-3.1668522496887492,1451.8696971000002,1501.8224821197784,1401.916912080222,29932.962000000007,30209.6205,0.8808379872329372,-0.020784708249496964,-0.006547420113903746,0.17374813986185414,0.17771828918494512
600519.SH,2025-02-27,1460.02,1489.9,1454.0,1485.56,1460.01,25.55,1.75,49762.17,7368002.361,0.017499880137807233,35.90000000000009,1476.4866666666667,1473.3700000000001,1475.347,1454.0976971,2.0090915315129223,-2.196551324782018,4.140755024961337,62.72465851905102,1486.7258990333332,-2.131663493448415,1454.0976971,1505.9480688446974,1402.2473253553026,35135.45,31283.037,1.4162952232005,0.007842605156037852,0.028627313405534816,0.2141434342234986,0.17452575065739234
600519.SH,2025-02-28,1485.5,1528.38,1482.0,1500.79,1485.56,15.23,1.0252,56128.95,8475738.166,0.010252026171948536,46.38000000000011,1503.7233333333334,1475.886,1477.926,1456.9871971,4.468779606797625,-0.8650190033100305,5.2803544801968325,66.85808837843098,1486.4215657,-0.8115748733992071,1456.9871971,1512.5422301317087,1401.4321640682913,39077.674,32733.232500000002,1.4363431661771886,0.008453108096303508,0.0006105029402656559,0.2156224787783117,0.177211133742462
600519.SH,2025-03-03,1502.6,1520.99,1481.5,1487.02,1500.79,-13.77,-0.9175,31595.66,4736679.903,-0.009175167744987611,39.49000000000001,1496.5033333333333,1477.476,1479.466,1459.5381971000002,5.246497846900638,0.35647826174479835,4.846458176239876,66.77359774472633,1485.9052323666665,0.40003967066076196,1459.5381971000002,1515.7175580599949,1403.3588361400055,38448.06,32744.998499999998,0.8217751428810713,0.0053749991548743825,-0.003078108941429125,0.22355449584312811,0.18007784943305946
600519.SH,2025-03-04,1485.0,1486.0,1465.21,1470.11,1487.02,-16.91,-1.1372,25211.21,3710675.863,-0.011371736762114892,21.809999999999945,1473.7733333333333,1480.6979999999999,1478.9769999999999,1461.2941971,4.447086236190216,1.1743731202520629,3.2376372524235633,56.85808246901084,1484.9780657,1.2094489837666529,1461.2941971,1516.4285805941777,1406.1598136058224,37812.816000000006,32537.735999999997,0.6667371718625769,0.01107977991746889,0.005704780762594508,0.19703314264332447,0.1859378009487285
600519.SH,2025-03-05,1472.0,1474.0,1460.1,1466.37,1470.11,-3.74,-0.2544,24605.22,3606932.152,-0.0025440273176837724,13.900000000000091,1466.823333333333,1481.97,1476.514,1464.2085,3.47173997439495,1.6340762598613137,1.8098327925026376,50.36524842469189,1484.0008990333333,1.6619071818923123,1464.2085,1513.3348043592907,1415.0821956407092,37460.642,31730.170999999995,0.6568285722385644,0.004356134547023549,-0.006723645370445341,0.19874495286647845,0.1710955057233176
600519.SH,2025-03-06,1474.0,1510.2,1472.08,1505.98,1466.37,39.61,2.7012,42167.64,6297117.4,0.027012282029774237,43.830000000000155,1496.0866666666668,1486.0539999999999,1479.712,1468.8655,5.827787889234514,2.4734033968088487,3.3327045658737613,57.41148325358851,1483.6548990333333,2.495083323360753,1468.8655,1515.0596051035457,1422.6713948964546,35941.736,32470.762,1.1732221281687674,0.013745658202967359,0.00938952365594381,0.25281900369181876,0.1926714797910381
600519.SH,2025-03-07,1503.0,1528.36,1503.0,1521.0,1505.98,15.02,0.9974,37991.35,5760608.729,0.00997357202618887,25.3599999999999,1517.4533333333331,1490.096,1482.991,1473.1154999999999,8.805457476197489,3.740670526283828,5.048299322269389,61.19017403915882,1483.6715657,3.7571581539281,1473.1154999999999,1522.1323991160084,1424.0986008839914,32314.215999999997,32508.225999999995,1.175685339232739,0.013466241113013755,-0.00027941708995360415,0.2523115476398227,0.18816625943076892
600519.SH,2025-03-10,1519.81,1526.88,1506.14,1522.9,1521.0,1.9,0.1249,31369.07,4758789.26,0.0012491781722552275,20.74000000000001,1518.64,1497.2720000000002,1487.374,1477.685,11.189609346596399,5.2315175610370535,5.945960954134639,60.92808906734807,1483.8698990333332,5.243648392461759,1477.685,1527.4052491843004,1427.9647508156995,32268.897999999997,33034.69,0.9721146969444077,0.024128794501755202,0.010662553388741447,0.23116345265086197,0.18693024522330862
600519.SH,2025-03-11,1517.0,1548.68,1512.0,1548.68,1522.9,25.78,1.6928,39775.6,6094007.854,0.01692822903670632,36.680000000000064,1536.4533333333336,1512.9859999999999,1496.842,1484.219,14.986541902075942,7.183728640442554,7.794314807691346,62.59718703590461,1484.3310657,7.192227094384596,1484.219,1535.243489022444,1433.194510977556,35181.776,33844.828499999996,1.130573965339328,0.053444980307596035,0.029316185805840833,0.18949538786898448,0.1867832366511894
600519.SH,2025-03-12,1546.96,1549.68,1526.35,1542.58,1548.68,-6.1,-0.3939,29603.96,4552923.644,-0.003938838236433706,23.330000000000155,1539.5366666666666,1528.2279999999998,1505.099,1489.1979999999999,17.303950121872504,9.209080526258505,8.089378421990325,65.72647220693446,1484.7273990333335,9.214571699882178,1489.1979999999999,1542.6628124716904,1435.7331875283094,36181.524,34051.237,0.8182065520512625,0.051971876129489836,-0.0014731041781061993,0.19571199247170273,0.18228431331852574
600519.SH,2025-03-13,1544.0,1555.5,1530.88,1537.77,1542.58,-4.81,-0.3118,25724.39,3966369.271,-0.0031181527052080993,24.61999999999989,1541.3833333333332,1534.586,1510.3200000000002,1492.8335,18.53868362602202,11.076373261904294,7.459289540911874,61.87691717791408,1484.5803990333332,11.079394085110147,1492.8335,1549.1971094899739,1436.469890510026,32892.873999999996,33168.188500000004,0.7820657446959485,0.02110917807673407,-0.030862698052755766,0.1428360788041909,0.17802908763476344
600519.SH,2025-03-14,1547.66,1628.01,1541.0,1628.01,1537.77,45.45485999999999,3.033952049999999,92913.15,14882842.708,0.05868237772878904,90.24000000000001,1599.006666666667,1555.988,1523.042,1500.484,26.493432854332923,14.161192214123243,12.331231015378219,75.70235383447228,1486.1205657,14.162201838954704,1500.484,1582.4006684149927,1418.5673315850072,43877.234,36458.85,2.117570811323248,0.07035502958579887,0.0492458515090648,0.41868530385074043,0.2674902124520019
600519.SH,2025-03-17,1657.0,1657.99,1623.367137,1637.86,1628.01,9.85,0.605,54689.13,8985138.902,0.006050331386170837,31.1099999999999,1633.9992673333334,1578.98,1538.1259999999997,1508.7959999999998,33.20962176136459,17.972296480171117,15.237935937927908,83.48754189130113,1487.3215657,17.97168582343668,1508.7959999999998,1609.8758180491207,1407.716181950879,48541.246,37569.777,1.1266527851386428,0.07548755663536655,0.005132527049567681,0.41081561273748624,0.2660767385264005
600519.SH,2025-03-18,1645.04,1652.0,1621.7,1624.0,1637.86,-13.86,-0.8462,31613.45,5153210.436,-0.008462261731771892,30.299999999999955,1632.5666666666666,1594.044,1553.5149999999999,1516.2459999999999,36.98749487358191,21.776747223036505,15.212647240116183,79.03814144562098,1489.0715657,21.774847633465725,1516.2459999999999,1628.2150818978785,1404.2769181021213,46908.816,37760.453499999996,0.6739340852261119,0.0486349665521606,-0.02685259008320595,0.4414056922061384,0.27049674482315544
600519.SH,2025-03-19,1624.29,1648.0,1623.0,1635.71,1624.0,11.71,0.7211,27389.55,4477128.77,0.007210591133004929,25.0,1633.9992673333334,1612.67,1570.449,1523.4814999999999,40.4599881110903,25.51478467089531,14.948112382099655,77.95777008155513,1490.8800657,25.511875728990642,1523.4814999999999,1646.7171281831083,1400.2458718168914,46465.933999999994,37510.2655,0.5894544162181267,0.06037288179543365,0.011737915243273056,0.42631387244656094,0.26975359679572847
600519.SH,2025-03-20,1635.71,1637.6,1595.07,1604.0,1635.71,-31.71,-1.9386,36736.77,5903879.207,-0.01938607699408823,42.52999999999997,1612.2233333333334,1625.916,1580.251,1529.9814999999999,40.18994733579234,28.451173566962815,11.742457285441358,68.10638223220238,1491.6467323666666,28.447490050350982,1529.9814999999999,1655.9122706680687,1404.050729331931,48668.409999999996,38159.6175,0.7548380972380236,0.04306885945232386,-0.017304022343109793,0.4756248217696745,0.27748280449404095
600519.SH,2025-03-21,1599.0,1612.2,1568.83,1573.75,1604.0,-30.25,-1.8859,33614.3,5324973.19,-0.018859102244389025,43.37000000000012,1584.9266666666665,1615.0639999999999,1585.526,1534.2585,37.107266416846414,30.183707260935428,6.927821093196343,64.3835616438356,1491.6842323666667,30.17944532365007,1534.2585,1660.0261421065993,1408.4908578934005,36808.64,38019.441,0.9132176575934347,-0.0333290336054447,-0.07639789305776856,0.20513783382022666,0.2885338921746295
600519.SH,2025-03-24,1570.0,1589.66,1562.38,1583.0,1573.75,9.25,0.5878,25565.85,4032223.482,0.005877680698967325,27.279999999999973,1578.3466666666666,1604.092,1591.536,1539.455,35.00707747559977,30.79555697563406,3.862105721559761,69.2100874655413,1492.217399033333,31.14497175404001,1539.455,1664.2057115052,1414.7042884947998,30983.984000000004,37560.547,0.8251311387199269,-0.033494926306277595,-0.00016589270083289254,0.20446490004439707,0.28665776126455156
600519.SH,2025-03-25,1588.0,1592.8,1566.66,1575.5,1583.0,-7.5,-0.4738,17674.38,2783286.813,-0.004737839545167377,26.139999999999873,1578.32,1594.392,1594.218,1545.53,32.36439864726594,30.79555697563406,0.975541514580744,68.33562955744482,1493.1090656999997,31.3888571326852,1545.53,1664.4564147543208,1426.6035852456791,28196.170000000002,37024.894499999995,0.626836197965894,-0.029864532019704404,0.003630394286573191,0.2041793460127018,0.27822652498700484
600519.SH,2025-03-26,1572.77,1582.58,1571.0,1576.0,1575.5,0.5,0.0317,14837.074940999999,2307412.6369617,0.00031735956839096247,11.579999999999927,1576.5266666666666,1582.45,1597.56,1551.3294999999998,29.964984765839063,30.79555697563406,-1.139097893476908,63.54456824512534,1493.9348990333333,31.10408265931597,1551.3294999999998,1663.8355504525066,1438.823449547493,25685.6749882,36448.44374705,0.5776400638805931,-0.03650402577473999,-0.006639493755035586,0.1806330697175007,0.2785615937320624
600519.SH,2025-03-27,1576.0,1598.25,1573.38,1589.0,1576.0,13.0,0.8249,17955.63,2848889.21,0.008248730964466988,24.86999999999989,1586.8766666666668,1579.45,1602.683,1556.5014999999999,28.780657824369655,30.644607034052676,-1.8587398679570555,63.25742805895656,1494.7712323666667,30.63939769232671,1556.5014999999999,1665.7401107323674,1447.2628892676323,21929.4469882,34858.11674705,0.8187908253984577,-0.009351620947630868,0.027152404827109122,0.17098218732250328,0.2745094516876815
600519.SH,2025-03-28,1590.93,1593.0,1576.0,1585.21,1589.0,-3.79,-0.2385,16227.89,2569470.015,-0.002385147891755812,17.0,1584.7366666666667,1581.742,1598.4029999999998,1560.7225,27.222445459123037,29.96122484743077,-2.733561786562941,62.059221985678334,1495.6913990333335,29.956007245685978,1560.7225,1667.3908712555726,1454.0541287444275,18452.1649882,32863.06374704999,0.8794572349844908,0.007281969817315437,0.016633590764946304,0.08698690363982312,0.274057919315276
600519.SH,2025-03-31,1580.98,1586.96,1560.06,1561.0,1585.21,-24.21,-1.5272,21084.94,3311857.714,-0.015272424473729007,26.90000000000009,1569.3400000000001,1577.342,1590.717,1564.4215,23.760114455478288,28.721996849851283,-4.956714232166156,52.39894072747098,1496.2448990333332,28.716828687644444,1564.4215,1665.3023972110482,1463.5406027889517,17555.982988199998,32337.527747049997,1.2010116445300694,-0.013897662665824373,-0.02117963248313981,0.13546343119287277,0.2784344029628516
600519.SH,2025-04-01,1564.0,1569.89,1552.21,1556.02,1561.0,-4.98,-0.319,18556.44,2893739.955,-0.0031902626521460586,17.680000000000064,1559.3733333333337,1573.446,1583.919,1568.717,20.37942646737497,27.054421613710296,-6.669921776215581,52.62849096456232,1496.6957323666668,27.04934824359055,1568.717,1659.500070552544,1477.9339294474562,17732.394988199998,32004.789247049997,1.0464711626572925,-0.012364328784512879,0.0015333338813114938,0.1344861487171261,0.27448608243837896
